question,intent,answer,source_dataset
In which tournament did Guernsey face Orkney?,tournament,Island Games,results
Was Danny Welbeck's goal in England versus San Marino a spot kick?,penalty_status,No,goalscorers
What was the final score between Northern Ireland and Wales?,match_score,Northern Ireland 0 - 0 Wales,results
Who was the goalscorer for Senegal versus Equatorial Guinea?,scorer,Moussa Sow,goalscorers
What was the away team Comoros's score against Botswana?,away_team_score,1,results
Where was the match between United Arab Emirates and Iraq played?,match_location,"Abu Dhabi, United Arab Emirates",results
How many goals did the away team Belgium score in the Friendly match against Netherlands?,away_team_score,2,results
Who emerged as the winner in Tuvalu vs New Caledonia?,match_winner,New Caledonia,results
Who started the penalty shootout between Italy and Czechoslovakia?,first_shooter,Italy,shootouts
What was the final result when Galicia played Uruguay?,match_score,Galicia 3 - 2 Uruguay,results
What was the date of Bahamas versus Saint Kitts and Nevis?,match_date,2021-03-27,results
What date did Madagascar and Mayotte play each other?,match_date,2007-08-16,results
What was the home team's score when Bulgaria played Yugoslavia?,home_team_score,3,results
On what date did Kyrgyzstan play Macau?,match_date,2013-03-17,results
Was the venue neutral for the match between Estonia and Russia?,neutral_status,No,results
Which side took the opening penalty between United States and Canada?,first_shooter,United States,shootouts
Was the venue neutral for the match between Turkey and Greece?,neutral_status,No,results
What score did the home team Indonesia record against Brunei?,home_team_score,6,results
In which tournament did Mauritania face Madagascar?,tournament,Friendly,results
How many total goals were scored between Mali and Cameroon?,total_goals,2,results
How many goals did the home team Moldova score against Norway?,home_team_score,0,results
What was the home team's score when South Korea played Bahrain?,home_team_score,0,results
Who was the goalscorer for Costa Rica versus Cuba?,scorer,Álvaro Saborío,goalscorers
What minute was Andrej Kramarić's goal for Croatia?,goal_minute,45,goalscorers
Who emerged as the winner in Thailand vs United States?,match_winner,United States,results
Who took the first penalty in the shootout between Netherlands and Costa Rica?,first_shooter,Costa Rica,shootouts
Which team took the first penalty between Botswana and South Africa?,first_shooter,Unknown,shootouts
At what minute did Ion Nicolaescu find the net against Estonia?,goal_minute,67,goalscorers
In which city and country did Australia play Uzbekistan?,match_location,"Al Ain, United Arab Emirates",results
Was Bryan Roy's goal for Netherlands marked as an own goal?,own_goal_status,No,goalscorers
Which tournament was the match between Switzerland and Wales part of?,tournament,UEFA Euro qualification,results
Who won the penalty shootout between Egypt and Syria?,shootout_winner,Syria,shootouts
What was the location of Cyprus versus Iceland?,match_location,"Larnaca, Cyprus",results
What score did Netherlands and Scotland finish with?,match_score,Netherlands 6 - 0 Scotland,results
Where was the Indonesia Tournament match between Indonesia and Malaysia held?,match_location,"Jakarta, Indonesia",results
Where was the match between San Marino and Latvia played?,match_location,"Serravalle, San Marino",results
Which team won the shootout between Denmark and Spain?,shootout_winner,Spain,shootouts
Was the goal scored by Walter Centeno for Costa Rica a penalty?,penalty_status,Yes,goalscorers
When was the Copa América match between Ecuador and Bolivia held?,match_date,1947-11-30,results
What was the location of Curaçao versus Haiti?,match_location,"Willemstad, Curaçao",results
What was the away team's score when Vietnam Republic played Malaysia on 1961-10-26?,away_team_score,0,results
Was Syria against Jordan played away from both teams' home grounds?,neutral_status,Yes,results
How many goals were scored by the home team Australia against South Korea?,home_team_score,1,results
Which team was victorious in the penalty shootout between Cape Verde and Egypt?,shootout_winner,Egypt,shootouts
When was Lionel Messi's goal scored in the match against Peru?,goal_minute,42,goalscorers
How many goals were scored by the away team Myanmar against Indonesia?,away_team_score,1,results
Which team took the first kick between India and Cameroon on 2012-09-02?,first_shooter,Unknown,shootouts
Did Peter Dubovský score a penalty in the match against Romania?,penalty_status,No,goalscorers
How many total goals were scored between Kenya and Uganda on 1967-03-12?,total_goals,6,results
What was the home team's goal total against Tanzania?,home_team_score,2,results
What was the date of El Salvador versus Brazil?,match_date,1998-02-08,results
Which side won when Eswatini faced Congo?,match_winner,Congo,results
Was the goal involving Edson Puch on 2016-06-18 an own goal?,own_goal_status,No,goalscorers
How many goals were there in the match between Morocco and DR Congo?,total_goals,2,results
What was the score between Poland and Faroe Islands in Friendly?,match_score,Poland 6 - 0 Faroe Islands,results
Which side won the penalty shootout between New Zealand and Poland?,shootout_winner,Poland,shootouts
Which side won the penalty shootout between Gozo and Shetland?,shootout_winner,Gozo,shootouts
Was the goal by Noel Mkandawire recorded as an own goal?,own_goal_status,No,goalscorers
When did Guam face Bhutan?,match_date,2019-06-11,results
Was the goal by Segolame Boy against Guinea scored from a penalty?,penalty_status,No,goalscorers
Did Tomáš Necid register an own goal in the match against San Marino?,own_goal_status,No,goalscorers
Who won the penalty shootout between Tunisia and Croatia on 2024-03-23?,shootout_winner,Croatia,shootouts
What was the combined number of goals in the CECAFA Cup match between Sudan and Kenya?,total_goals,3,results
In which minute did Ervin Skela score in Albania versus Georgia?,goal_minute,33,goalscorers
Where did Singapore face Philippines?,match_location,"Singapore, Singapore",results
How did the match between Belgium and England end?,match_score,Belgium 1 - 3 England,results
What was the home score when Brazil played Costa Rica?,home_team_score,7,results
Where was the match between Sudan and Zambia played?,match_location,"Omdurman, Sudan",results
How many goals did both teams score in total?,total_goals,1,results
Which team was victorious in the penalty shootout between Thailand and New Zealand?,shootout_winner,Thailand,shootouts
What score did the away team Madagascar record against Eswatini?,away_team_score,0,results
Was the venue neutral for the match between Cape Verde and Mozambique?,neutral_status,No,results
Did Brian McBride convert a penalty against Guatemala on 2000-09-03?,penalty_status,No,goalscorers
How many goals did the home team Eswatini score in the Friendly match against Lesotho?,home_team_score,0,results
What day was the match between Croatia and England?,match_date,2008-09-10,results
Who was the winner of the penalty shootout between Malawi and Lesotho?,shootout_winner,Lesotho,shootouts
Was the goal by Sandy Walsh against Saudi Arabia scored from a penalty?,penalty_status,No,goalscorers
Which team won the shootout between Ethiopia and Burundi?,shootout_winner,Ethiopia,shootouts
Which tournament was the match between Malaysia and Bahrain part of?,tournament,FIFA World Cup qualification,results
What was the date of Denmark versus Armenia?,match_date,1995-11-15,results
What was the score between Sweden and Qatar on 2001-02-14?,match_score,Sweden 0 - 0 Qatar,results
What was the combined number of goals in the Friendly match between Azerbaijan and Lithuania?,total_goals,0,results
At what point in the match did Mario Zanabria score against Venezuela?,goal_minute,64,goalscorers
Who was the winner when Oman played Jordan?,match_winner,Jordan,results
Which team took the first kick between Finland and Oman on 2004-12-03?,first_shooter,Unknown,shootouts
What was the final score between Denmark and Spain?,match_score,Denmark 1 - 5 Spain,results
Did Narcisse Yaméogo convert a penalty against Malawi on 2001-04-21?,penalty_status,No,goalscorers
Which tournament featured Brazil versus Mexico?,tournament,Friendly,results
Was Enis Bardhi's goal for North Macedonia against Italy a penalty?,penalty_status,No,goalscorers
How many total goals were scored between South Korea and Chile on 2008-01-30?,total_goals,1,results
What was the competition for Egypt against Kenya on 2011-01-14?,tournament,Nile Basin Tournament,results
Who won the match between Brazil and England?,match_winner,Brazil,results
When was the match between Ethiopia and Nigeria played?,match_date,1983-04-29,results
How many goals did the away team Northern Ireland score while playing away to Scotland?,away_team_score,0,results
Which team took the first penalty between Syria and Egypt?,first_shooter,Unknown,shootouts
What was the location of China versus Sri Lanka?,match_location,"Islamabad, Pakistan",results
Who won the match between Tajikistan and Maldives on 2025-10-09?,match_winner,Tajikistan,results
How many goals did the away team Switzerland score in this match?,away_team_score,2,results
Who kicked first when Kenya played Malawi in a penalty shootout?,first_shooter,Unknown,shootouts
Did Tshepang Moremi score from the penalty spot against Zimbabwe?,penalty_status,No,goalscorers
At what point in the match did Joseba Etxeberria score against San Marino?,goal_minute,45,goalscorers
When was the match between Italy and Austria played?,match_date,1927-11-06,results
How many goals were scored by the away team Netherlands against Australia?,away_team_score,0,results
Which player got the goal for China against Saudi Arabia?,scorer,Zuo Shusheng,goalscorers
Which team was victorious in the penalty shootout between Mauritius and Tanzania?,shootout_winner,Mauritius,shootouts
Was the goal involving José Manuel Contreras on 2008-09-10 an own goal?,own_goal_status,No,goalscorers
Who was the goalscorer for Brazil versus Ecuador?,scorer,Ademir de Menezes,goalscorers
In which city and country did Mauritania play Liberia?,match_location,"Tunis, Tunisia",results
What minute was Harry Andersson's goal for Sweden?,goal_minute,89,goalscorers
Did Qahtan Chathir score an own goal against Thailand?,own_goal_status,No,goalscorers
Where was the match between Rwanda and Zimbabwe played?,match_location,"Lusaka, Zambia",results
What competition did Montenegro and Republic of Ireland play in?,tournament,FIFA World Cup qualification,results
What score did Sweden and Finland finish with?,match_score,Sweden 4 - 3 Finland,results
What was the final score when Dominican Republic played Panama?,match_score,Dominican Republic 0 - 1 Panama,results
Was the venue neutral for the match between Hungary and Luxembourg?,neutral_status,No,results
How many goals did the home team Croatia score in this match?,home_team_score,4,results
When was the match between Switzerland and Liechtenstein played?,match_date,2004-06-06,results
When was Robin van Persie's goal scored in the match against Bulgaria?,goal_minute,62,goalscorers
What was the away team's score when Northern Ireland played Czech Republic on 2017-09-04?,away_team_score,0,results
How many goals were recorded in Bulgaria vs Italy?,total_goals,2,results
Did Gabriel Torje convert a penalty against Andorra on 2013-10-11?,penalty_status,Yes,goalscorers
Was the match between Indonesia and Myanmar played on neutral soil?,neutral_status,Yes,results
Which player got the goal for Iran against Cambodia?,scorer,Mohammad Mohebi,goalscorers
Who won the penalty shootout between Colombia and Chile?,shootout_winner,Chile,shootouts
What was the total number of goals scored between France and Belgium?,total_goals,6,results
Where did Saudi Arabia face Venezuela?,match_location,"Jeddah, Saudi Arabia",results
What was the location of Ecuador versus Brazil?,match_location,"Guayaquil, Ecuador",results
Which side won when Panama faced Nicaragua?,match_winner,Nicaragua,results
What was the away team's score when Paraguay played Argentina on 2024-11-14?,away_team_score,1,results
Which team defeated the other in Argentina versus Paraguay?,match_winner,Argentina,results
What was the competition for Spain against United States on 2008-06-04?,tournament,Friendly,results
At what point in the match did John O'Shea score against Germany?,goal_minute,90,goalscorers
What was the final score between Peru and Chile?,match_score,Peru 0 - 1 Chile,results
What was the away team's goal total against Malaysia?,away_team_score,6,results
How many goals did the home team Czechoslovakia score while hosting Basque Country?,home_team_score,3,results
Who won the penalty shootout between Mexico and Peru?,shootout_winner,Mexico,shootouts
In which minute did Ilham Jaya Kesuma score in Indonesia versus Turkmenistan?,goal_minute,47,goalscorers
Which team won between Sri Lanka and Maldives?,match_winner,Maldives,results
Was Euloge Sacramento's goal against Tunisia scored into their own net?,own_goal_status,No,goalscorers
At what point in the match did Theo Walcott score against Sweden?,goal_minute,64,goalscorers
Which team took the first penalty between Benin and Niger?,first_shooter,Unknown,shootouts
How many times did the away team Poland score against Northern Ireland?,away_team_score,1,results
Was the goal by Nabil Bentaleb against Nigeria scored from a penalty?,penalty_status,No,goalscorers
In which minute did Ferjani Sassi score for Tunisia against Namibia?,goal_minute,64,goalscorers
Did Mardik Mardikian convert a penalty against Guam on 2021-06-07?,penalty_status,No,goalscorers
Was the match between India and Pakistan played on neutral soil?,neutral_status,No,results
Which event included the match between Bangladesh and Nepal?,tournament,SAFF Cup,results
When did Jan Åge Fjørtoft score against Malta?,goal_minute,10,goalscorers
Who won the penalty shootout between Denmark and Spain?,shootout_winner,Spain,shootouts
What minute was Ray Baartz's goal for Australia?,goal_minute,58,goalscorers
How many goals were recorded in Russia vs Belarus?,total_goals,2,results
Can you tell me the score between Austria and Liechtenstein?,match_score,Austria 7 - 0 Liechtenstein,results
Was the goal by Mohamed Madih recorded as an own goal?,own_goal_status,No,goalscorers
Did India and Kuwait play on neutral ground?,neutral_status,No,results
What was the away team's score when Central African Republic played DR Congo?,away_team_score,1,results
How many goals did the away team Israel score in the FIFA World Cup qualification match against Cyprus?,away_team_score,1,results
How many goals did the away team Ghana score while playing away to Namibia?,away_team_score,1,results
Which event included the match between Palestine and Malaysia?,tournament,FIFA World Cup qualification,results
What competition did Burundi and Seychelles play in?,tournament,Friendly,results
What competition was the match between Kyrgyzstan and Turkmenistan played in?,tournament,Friendly,results
How many total goals were scored between Egypt and Mozambique?,total_goals,2,results
Who found the net for Honduras against Saint Vincent and the Grenadines?,scorer,Luis Santamaría,goalscorers
Who was the winner when Zambia played Tunisia?,match_winner,Draw,results
Did the match between Qatar and Sudan end in a draw or did someone win?,match_winner,Draw,results
Which team kicked first in the shootout between Isle of Man and Menorca?,first_shooter,Unknown,shootouts
How many goals were scored by the home team Libya against Tunisia?,home_team_score,0,results
Was Guy François's goal in Haiti versus Trinidad and Tobago a spot kick?,penalty_status,No,goalscorers
At what minute did Ismail Mohammed Sharif find the net against Niger?,goal_minute,90,goalscorers
Did Khairul Amri register an own goal in the match against Cambodia?,own_goal_status,No,goalscorers
On what date did Tanzania play Sudan?,match_date,1994-11-12,results
How many times did the away team Portugal score against Albania?,away_team_score,3,results
Did Károly Sándor register an own goal in the match against Wales?,own_goal_status,No,goalscorers
Which side won when Uruguay faced Ecuador?,match_winner,Draw,results
What was the goal minute for Moses Chavula against Djibouti on 2008-09-05?,goal_minute,60,goalscorers
How many goals were scored by the home team Morocco against Angola?,home_team_score,1,results
How many goals did the home team United States score in the Friendly match against Mexico?,home_team_score,2,results
Where did Scotland face Chile?,match_location,"Glasgow, Scotland",results
What was the overall goal total for the match?,total_goals,0,results
When did Jean-Philippe Saïko score against Papua New Guinea?,goal_minute,83,goalscorers
Did Lautaro Martínez register an own goal in the match against Bolivia?,own_goal_status,No,goalscorers
What was the home team's score when Kuwait played Syria?,home_team_score,0,results
When was the Friendly match between Japan and Iran held?,match_date,1999-09-08,results
When did Orbelín Pineda score against El Salvador?,goal_minute,55,goalscorers
Who took the first penalty in the shootout between Brazil and Paraguay?,first_shooter,Paraguay,shootouts
What was the home score when Japan played Singapore?,home_team_score,5,results
Was the goal scored by Ihar Hurynovich for Belarus a penalty?,penalty_status,No,goalscorers
Which player scored for Mexico against El Salvador?,scorer,Raúl Jiménez,goalscorers
Which team won the shootout between Zimbabwe and South Africa?,shootout_winner,Zimbabwe,shootouts
Who scored for Sweden in the match against Moldova on 2011-03-29?,scorer,Mikael Lustig,goalscorers
What was the away score when Oman played Syria?,away_team_score,1,results
Who started the penalty shootout between Indonesia and Thailand?,first_shooter,Unknown,shootouts
Was Stan Pearson's goal for England against Northern Ireland a penalty?,penalty_status,No,goalscorers
What was the total goal count in the match between Orkney and Shetland?,total_goals,4,results
Was the venue neutral for the match between Chad and Gambia?,neutral_status,Yes,results
What minute was Mohamed Elyounoussi's goal for Norway?,goal_minute,66,goalscorers
What score did the home team Estonia record against Finland?,home_team_score,0,results
Which team kicked first in the shootout between Ukraine and Israel?,first_shooter,Unknown,shootouts
Was the venue neutral for the match between Madagascar and Sudan?,neutral_status,No,results
How many total goals were scored between Sudan and Uganda?,total_goals,5,results
Which team took the first penalty between Hong Kong and Thailand?,first_shooter,Unknown,shootouts
On what date did Finland play Czechoslovakia?,match_date,1990-08-29,results
Who was the goalscorer for Denmark versus France?,scorer,Dennis Rommedahl,goalscorers
What was the final result when Belgium played Cyprus?,match_score,Belgium 5 - 0 Cyprus,results
Was Azerbaijan against Wales played away from both teams' home grounds?,neutral_status,No,results
Which side took the opening penalty between France and Netherlands?,first_shooter,Netherlands,shootouts
Which team took the first kick between Egypt and Congo on 1983-04-22?,first_shooter,Unknown,shootouts
Which side won when Norway faced Croatia?,match_winner,Draw,results
Where did Italy face Russia?,match_location,"Liverpool, England",results
Who was the first shooter in the penalty shootout between Abkhazia and Panjab?,first_shooter,Unknown,shootouts
How many goals were scored in total when Iraq faced United Arab Emirates?,total_goals,4,results
What was the competition for Albania against Germany on 1981-04-01?,tournament,FIFA World Cup qualification,results
When was the match between Ghana and Mozambique played?,match_date,1998-01-19,results
How many goals did the away team Zambia score while playing away to Cameroon?,away_team_score,1,results
Was the goal by Dudley Steinwall against Indonesia scored from a penalty?,penalty_status,No,goalscorers
Did Javier Hernández convert a penalty against Croatia on 2014-06-23?,penalty_status,No,goalscorers
Which player scored for Belgium against Bosnia and Herzegovina?,scorer,Radja Nainggolan,goalscorers
What was the home team's score when Saint Lucia played United States Virgin Islands?,home_team_score,14,results
Which player scored for Tunisia against Equatorial Guinea?,scorer,Mohamed Ali Ben Romdhane,goalscorers
Who kicked first when Mozambique played Malawi in a penalty shootout?,first_shooter,Unknown,shootouts
Was Willy Brokamp's goal for Netherlands against Iceland an own goal?,own_goal_status,No,goalscorers
Which side won when Netherlands faced Spain?,match_winner,Netherlands,results
What was the final result when Norway played Germany?,match_score,Norway 0 - 3 Germany,results
How did the match between Denmark and Republic of Ireland end?,match_score,Denmark 0 - 2 Republic of Ireland,results
Which event included the match between Republic of Ireland and Malta?,tournament,UEFA Euro qualification,results
How many goals did the away team Syria score in this match?,away_team_score,0,results
Who took the first penalty in the shootout between South Africa and Madagascar?,first_shooter,Unknown,shootouts
Which side won when Sint Maarten faced Guadeloupe?,match_winner,Guadeloupe,results
Did Arthur Friedenreich score a penalty in the match against Paraguay?,penalty_status,No,goalscorers
Was Alphonse Tchami's goal against Algeria scored into their own net?,own_goal_status,No,goalscorers
In which minute did Osman Bukari score in Ghana versus Portugal?,goal_minute,89,goalscorers
Was the goal scored by Rajko Mitić for Yugoslavia a penalty?,penalty_status,No,goalscorers
How many goals were scored by the away team Portugal against Armenia?,away_team_score,1,results
What was the date of Benin versus Ivory Coast?,match_date,1979-04-15,results
What was the away team's score in Australia versus Indonesia?,away_team_score,1,results
What date did Colombia and Chile play each other?,match_date,2021-09-09,results
Which player scored for Scotland in the 1978-06-11 match against Netherlands?,scorer,Kenny Dalglish,goalscorers
Who kicked first when Switzerland played Spain in a penalty shootout?,first_shooter,Spain,shootouts
What was the away score when Belgium played France?,away_team_score,2,results
How many goals were scored in total when Denmark faced Finland?,total_goals,5,results
What was the away score when Belgium played Netherlands?,away_team_score,0,results
What was the away team's score in Panama versus Guatemala?,away_team_score,1,results
Which tournament included the match between Saint Vincent and the Grenadines and Saint Kitts and Nevis?,tournament,FIFA World Cup qualification,results
Which location hosted the match between South Korea and Singapore?,match_location,"Kuala Lumpur, Malaysia",results
Was Shamar Nicholson's goal against Dominica scored into their own net?,own_goal_status,No,goalscorers
When was the match between Morocco and Malawi played?,match_date,2005-06-04,results
Was Mauro Camoranesi's goal for Italy marked as an own goal?,own_goal_status,No,goalscorers
Who won the penalty shootout between Sri Lanka and Seychelles on 2021-11-19?,shootout_winner,Seychelles,shootouts
How many goals were scored by the away team Jamaica against Guadeloupe?,away_team_score,0,results
What was the score between Fiji and New Zealand?,match_score,Fiji 0 - 4 New Zealand,results
Was the match between Honduras and Costa Rica played at a neutral venue?,neutral_status,Yes,results
Which team took the first kick between Namibia and Seychelles on 2006-07-22?,first_shooter,Unknown,shootouts
When did Sékou Dramé score against Zimbabwe?,goal_minute,16,goalscorers
What score did the home team Peru record against Colombia?,home_team_score,0,results
Did Arsen Avakov score a penalty in the match against Vietnam?,penalty_status,No,goalscorers
What was the home team's score when Egypt played Ivory Coast on 1998-09-16?,home_team_score,0,results
Which player got the goal for North Macedonia against Scotland?,scorer,Nikolče Noveski,goalscorers
Who won the penalty shootout between Gambia and Sierra Leone?,shootout_winner,Gambia,shootouts
Was the goal scored by Nicodème Kabamba for DR Congo a penalty?,penalty_status,No,goalscorers
How many goals did the away team Singapore score in the AFF Championship match against Philippines?,away_team_score,0,results
How many goals did the away team Sierra Leone score in this match?,away_team_score,1,results
Was the match between Switzerland and Poland played on neutral soil?,neutral_status,No,results
What was the score between Bolivia and Venezuela on 1967-01-28?,match_score,Bolivia 0 - 3 Venezuela,results
How many goals did both teams score in total?,total_goals,2,results
What was the home team's score when Greece played Romania on 2000-03-29?,home_team_score,2,results
Which team won the shootout between Burundi and Guinea?,shootout_winner,Guinea,shootouts
What was the away team's score when Norway played Argentina on 2007-08-22?,away_team_score,1,results
Who scored for Ghana in the match against Guinea on 1976-10-10?,scorer,Ibrahim Kassum,goalscorers
Which player scored for Hungary against Turkey?,scorer,Ádám Szalai,goalscorers
What was the result of Finland against Italy?,match_score,Finland 0 - 2 Italy,results
Which side took the opening penalty between China and Croatia?,first_shooter,Unknown,shootouts
What was the home score when Greece played Spain?,home_team_score,0,results
How many goals were recorded in Northern Ireland vs Netherlands?,total_goals,3,results
Was Juhani Peltonen's goal for Finland against Austria an own goal?,own_goal_status,No,goalscorers
Which event included the match between Madagascar and Senegal?,tournament,FIFA World Cup qualification,results
What was the away team's goal total against Indonesia?,away_team_score,2,results
How many goals were there in the match between Malaysia and Laos?,total_goals,5,results
How many goals did the home team Maldives score in this match?,home_team_score,12,results
Which player scored for Ivory Coast against Botswana?,scorer,Kanga Akalé,goalscorers
What was the location of Germany versus Chile?,match_location,"Stuttgart, Germany",results
How many goals did the home team Saudi Arabia score in the FIFA World Cup qualification match against Australia?,home_team_score,1,results
Did either Chile or Colombia have home advantage?,neutral_status,No,results
Who was the goalscorer for Northern Ireland versus Sweden?,scorer,Jimmy Nicholl,goalscorers
Was Myanmar against Philippines played away from both teams' home grounds?,neutral_status,No,results
Which team took the first kick between India and Vietnam Republic on 1973-08-09?,first_shooter,Unknown,shootouts
Which team kicked first in the shootout between Benin and Niger?,first_shooter,Unknown,shootouts
Was Celso Borges's goal for Costa Rica against Panama a penalty?,penalty_status,No,goalscorers
Did Sayed Baqer score from the penalty spot against Nepal?,penalty_status,No,goalscorers
What score did the home team Kenya record against Sudan?,home_team_score,2,results
How many goals did the away team Jamaica score in this match?,away_team_score,1,results
How many goals did the home team Kenya score in the CECAFA Cup match against Rwanda?,home_team_score,1,results
In what city was Italy against New Zealand played?,match_location,"Atteridgeville, South Africa",results
When did Sweden face Israel?,match_date,1969-08-25,results
Did Cedric Itten convert a penalty against Gibraltar on 2019-11-18?,penalty_status,No,goalscorers
Who started the penalty shootout between Occitania and Iraqi Kurdistan?,first_shooter,Unknown,shootouts
Did Canada and Mexico play on neutral ground?,neutral_status,No,results
What competition did South Korea and Iran play in?,tournament,Friendly,results
Who took the first penalty in the shootout between Gabon and Mali?,first_shooter,Gabon,shootouts
What was the away score when Guatemala played Jamaica?,away_team_score,1,results
Was Malaysia against India played away from both teams' home grounds?,neutral_status,No,results
How many goals were scored by the away team Suriname against Haiti?,away_team_score,4,results
How many times did the away team Italy score against Georgia?,away_team_score,2,results
What score did China and North Korea finish with?,match_score,China 2 - 0 North Korea,results
When did Edison Flores score against Uruguay?,goal_minute,62,goalscorers
What was the score between Spain and Romania in UEFA Euro qualification?,match_score,Spain 1 - 0 Romania,results
What score did the home team Chile record against Paraguay?,home_team_score,3,results
Who won the match between Philippines and Singapore on 1971-08-15?,match_winner,Draw,results
Which event included the match between Hong Kong and Singapore?,tournament,Friendly,results
Which team took the first penalty between Mali and Guinea?,first_shooter,Unknown,shootouts
In which minute did Rashad Sadygov score for Azerbaijan against Wales?,goal_minute,55,goalscorers
Which tournament was the match between Denmark and Croatia part of?,tournament,UEFA Nations League,results
How many goals did both teams score in total?,total_goals,4,results
Was the match between Iraq and Oman played at a neutral venue?,neutral_status,No,results
Was Norbert Owona's goal for Cameroon marked as an own goal?,own_goal_status,No,goalscorers
Which location hosted the match between Senegal and Cape Verde?,match_location,"Dakar, Senegal",results
What was the final score between DR Congo and Romania?,match_score,DR Congo 1 - 1 Romania,results
At what minute did Carlos Ruiz find the net against Costa Rica?,goal_minute,4,goalscorers
Was the venue neutral for the match between DR Congo and Zambia?,neutral_status,No,results
Did Sami Al-Jaber's goal in Saudi Arabia versus Vietnam count as an own goal?,own_goal_status,No,goalscorers
How did Libya vs Benin finish?,match_score,Libya 0 - 0 Benin,results
Which side took the opening penalty between Turks and Caicos Islands and Anguilla?,first_shooter,Turks and Caicos Islands,shootouts
Which tournament included the match between Luxembourg and Uruguay?,tournament,Friendly,results
Which side took the opening penalty between Guinea and Mali?,first_shooter,Unknown,shootouts
Which team won between Guadeloupe and Martinique?,match_winner,Guadeloupe,results
What was the away team's score when Argentina played Serbia?,away_team_score,0,results
What was the home score when Switzerland played Republic of Ireland?,home_team_score,2,results
What was the home team's goal total against Togo?,home_team_score,4,results
Was Armenia versus Ukraine held at a neutral location?,neutral_status,No,results
On what date did Brazil play Japan?,match_date,1989-07-23,results
When did the match between Italy and Argentina take place?,match_date,1961-06-15,results
Which tournament was the match between Somalia and Zambia part of?,tournament,CECAFA Cup,results
Was Teófilo Cubillas's goal for Peru marked as an own goal?,own_goal_status,No,goalscorers
Was Necati Ateş's goal against Albania scored into their own net?,own_goal_status,No,goalscorers
When was the Friendly match between Faroe Islands and Kazakhstan held?,match_date,2025-11-18,results
Who won the penalty shootout between Mali and Tunisia?,shootout_winner,Mali,shootouts
What date did Zimbabwe and Algeria play each other?,match_date,2020-11-16,results
When did the match between Russia and Czechoslovakia take place?,match_date,1981-10-28,results
On what date did Ethiopia play Tanzania?,match_date,1982-01-17,results
What was the competition for South Korea against Australia on 2009-09-05?,tournament,Friendly,results
Was the match between South Korea and Syria played on neutral soil?,neutral_status,No,results
Did Denmark and Sweden play on neutral ground?,neutral_status,No,results
Did George Moussis score a penalty in the match against Anguilla?,penalty_status,No,goalscorers
Who was the first shooter in the penalty shootout between Tanzania and DR Congo?,first_shooter,Unknown,shootouts
When was the COSAFA Cup match between Zambia and Zimbabwe held?,match_date,2005-08-14,results
What city and country hosted Cayman Islands versus Turks and Caicos Islands?,match_location,"Havana, Cuba",results
When was Esrom Nyandoro's goal scored in the match against Cameroon?,goal_minute,89,goalscorers
Who won the match between Costa Rica and Mexico on 1991-11-27?,match_winner,Draw,results
Was the goal involving Nico Elvedi on 2025-09-08 an own goal?,own_goal_status,No,goalscorers
When was the Friendly match between France and Belgium held?,match_date,1908-04-12,results
How many goals did the away team Puerto Rico score in the Central American and Caribbean Games match against Panama?,away_team_score,1,results
What was the date of Mexico versus Finland?,match_date,1985-02-26,results
What date did Thailand and Vietnam play each other?,match_date,1995-12-10,results
How did the match between Guam and Northern Mariana Islands end?,match_score,Guam 5 - 0 Northern Mariana Islands,results
How many total goals were scored between Bolivia and Paraguay on 1987-06-14?,total_goals,2,results
At what minute did Robert Earnshaw find the net against Cyprus?,goal_minute,39,goalscorers
In which minute did Robert Lewandowski score in Poland versus Scotland?,goal_minute,90,goalscorers
Who was the winner when France played Azerbaijan?,match_winner,France,results
How many goals did the away team Botswana score in the Friendly match against Eswatini?,away_team_score,1,results
Which side won when Jersey faced Guernsey?,match_winner,Jersey,results
In which minute did Aliaksandr Kulchiy score in Belarus versus Slovenia?,goal_minute,49,goalscorers
Who was the first shooter in the penalty shootout between India and Indonesia?,first_shooter,Unknown,shootouts
Who won the FIFA World Cup qualification match between Uruguay and Brazil?,match_winner,Brazil,results
What was the score between Zambia and Madagascar on 1991-07-14?,match_score,Zambia 2 - 1 Madagascar,results
What was the home team's goal total against Zambia?,home_team_score,5,results
Which team won between Japan and Uzbekistan?,match_winner,Japan,results
What minute was Didi's goal for Brazil?,goal_minute,89,goalscorers
How many times did the away team Kazakhstan score against Latvia?,away_team_score,0,results
Which event included the match between Sweden and Northern Ireland?,tournament,UEFA Euro qualification,results
Did Edmond Tapsoba score a penalty in the match against Burkina Faso?,penalty_status,No,goalscorers
In which minute did Livio Meier score for Liechtenstein against Andorra?,goal_minute,90,goalscorers
What date did Senegal and Mauritania play each other?,match_date,2017-05-11,results
How many goals did the away team Comoros score in the African Cup of Nations qualification match against Uganda?,away_team_score,0,results
Was Singapore against South Korea played away from both teams' home grounds?,neutral_status,No,results
Was India against Pakistan played away from both teams' home grounds?,neutral_status,Yes,results
What was the final score when British Virgin Islands played Guatemala?,match_score,British Virgin Islands 0 - 3 Guatemala,results
Can you tell me the score between Malawi and Madagascar?,match_score,Malawi 5 - 1 Madagascar,results
Where was the Friendly match between Finland and England held?,match_location,"Helsinki, Finland",results
Who won the shootout when Venezuela played Canada?,shootout_winner,Canada,shootouts
Did Egypt and Kenya play on neutral ground?,neutral_status,No,results
Which team was victorious in the penalty shootout between Spain and Belgium?,shootout_winner,Belgium,shootouts
