question,intent,answer,source_dataset
Who scored for Bulgaria against Netherlands?,scorer,Spas Delev,goalscorers
Where was the match between Cuba and Antigua and Barbuda played?,match_location,"Macoya, Trinidad and Tobago",results
Who was victorious in the match between Germany and Republic of Ireland?,match_winner,Draw,results
What was the score between Bangladesh and Uzbekistan?,match_score,Bangladesh 0 - 4 Uzbekistan,results
How many goals were recorded in Argentina vs Peru?,total_goals,5,results
Which player scored for Sweden against Norway?,scorer,Leif Eriksson,goalscorers
Was Hassan Abbas's goal for Japan against Syria a penalty?,penalty_status,No,goalscorers
What was the final result when Northern Ireland played Hungary?,match_score,Northern Ireland 0 - 1 Hungary,results
Did Reginald Davani register an own goal in the match against Samoa?,own_goal_status,No,goalscorers
At what point in the match did Herminio Masantonio score against Ecuador?,goal_minute,65,goalscorers
Who kicked first when South Africa played Botswana in a penalty shootout?,first_shooter,Unknown,shootouts
Which side won the penalty shootout between Japan and United Arab Emirates?,shootout_winner,United Arab Emirates,shootouts
Was the goal scored by Cayetano Ré for Paraguay a penalty?,penalty_status,No,goalscorers
Was Mohammed El Filali's goal for Morocco marked as an own goal?,own_goal_status,No,goalscorers
What day was the match between DR Congo and Namibia?,match_date,2006-09-03,results
When was the Friendly match between Haiti and Jamaica held?,match_date,1932-03-13,results
Did Georgi Kinkladze register an own goal in the match against Bulgaria?,own_goal_status,No,goalscorers
How many goals were there in the match between Oman and Iraq?,total_goals,1,results
What was the home team's score when Argentina played Paraguay on 1973-10-07?,home_team_score,3,results
How many total goals were scored between Bulgaria and England?,total_goals,3,results
Was the goal involving Mohamed Salah on 2026-01-10 an own goal?,own_goal_status,No,goalscorers
Was Honduras versus Mexico held at a neutral location?,neutral_status,No,results
How many goals were scored in total when Curaçao faced Aruba?,total_goals,4,results
In what city was Russia against Czechoslovakia played?,match_location,"Tbilisi, Soviet Union",results
What was the location of Turkey versus Sweden?,match_location,"Antalya, Turkey",results
Who was on the scoresheet for Portugal against Switzerland?,scorer,Rui Águas,goalscorers
What was the goal minute for Stepas Chmelevskis against Latvia on 1930-08-17?,goal_minute,89,goalscorers
Who won the match between Argentina and Brazil on 1981-01-04?,match_winner,Draw,results
How many goals were recorded in South Africa vs Eswatini?,total_goals,6,results
Which tournament featured Saudi Arabia versus Belarus?,tournament,Friendly,results
How many times did the home team Niger score against Benin?,home_team_score,2,results
What was the home team's goal total against Yugoslavia?,home_team_score,0,results
What was the result of Cuba against Guatemala?,match_score,Cuba 0 - 1 Guatemala,results
When was the match between Italy and Moldova played?,match_date,1997-03-29,results
What date did Isle of Man and Rhodes play each other?,match_date,2001-07-12,results
How many goals did both teams score in total?,total_goals,5,results
Who was victorious in the match between France and Luxembourg?,match_winner,France,results
What was the competition for Trinidad and Tobago against Barbados on 2017-03-10?,tournament,Friendly,results
What was the total number of goals scored between Eswatini and Madagascar?,total_goals,2,results
Was Juan Carlos Letelier's goal for Chile against Uruguay an own goal?,own_goal_status,No,goalscorers
Who won the shootout involving Thailand and Gabon?,shootout_winner,Thailand,shootouts
Did Artem Dzyuba score from the penalty spot against Scotland?,penalty_status,No,goalscorers
In what city was India against Myanmar played?,match_location,"Calcutta, India",results
Did Portugal or Serbia win the match?,match_winner,Draw,results
Who was the goalscorer for Tahiti versus Solomon Islands?,scorer,Jean-Loup Rousseau,goalscorers
Who won the penalty shootout between Panjab and Cascadia?,shootout_winner,Panjab,shootouts
Which team was victorious in the penalty shootout between England and Portugal?,shootout_winner,Portugal,shootouts
What was the location of Myanmar versus Thailand?,match_location,"Kuala Lumpur, Malaysia",results
What was the scoreline for Vietnam versus Cambodia?,match_score,Vietnam 9 - 2 Cambodia,results
In which tournament did Hungary face Luxembourg?,tournament,UEFA Euro qualification,results
How many goals did the away team Denmark score while playing away to Scotland?,away_team_score,1,results
What was the score between Egypt and Zambia on 1994-08-27?,match_score,Egypt 0 - 4 Zambia,results
How many goals did the home team Belarus score against Andorra?,home_team_score,5,results
Who was the first shooter in the penalty shootout between Sealand and Chagos Islands?,first_shooter,Unknown,shootouts
Was Uzbekistan against Venezuela played away from both teams' home grounds?,neutral_status,Yes,results
Did Marcelo Zalayeta's goal for Uruguay come from a penalty kick?,penalty_status,No,goalscorers
Where did Tunisia face Mali?,match_location,"Korhogo, Ivory Coast",results
Was Didi's goal for Brazil against Yugoslavia an own goal?,own_goal_status,No,goalscorers
Which team was victorious in the penalty shootout between Finland and Latvia?,shootout_winner,Latvia,shootouts
What was the goal minute for Lê Công Vinh against United Arab Emirates on 2007-07-08?,goal_minute,73,goalscorers
Which team took the first kick between Qatar and Oman on 2004-12-24?,first_shooter,Unknown,shootouts
When did the match between Madagascar and Gabon take place?,match_date,2007-06-17,results
What was the away score when Ethiopia played South Africa?,away_team_score,3,results
What score did Cyprus and Romania finish with?,match_score,Cyprus 2 - 2 Romania,results
Where was the Friendly match between France and Austria held?,match_location,"Colombes, France",results
When did Senegal face Sudan?,match_date,2026-01-03,results
Who won the penalty shootout between Kuwait and North Korea?,shootout_winner,North Korea,shootouts
How many times did the away team Libya score against Benin?,away_team_score,0,results
In which city and country did Switzerland play Luxembourg?,match_location,"Lucerne, Switzerland",results
Was the goal by Raghdan Shehadeh recorded as an own goal?,own_goal_status,No,goalscorers
When was Ángel Jara Saguier's goal scored in the match against Uruguay?,goal_minute,88,goalscorers
At what minute did Patricio Yáñez find the net against Venezuela?,goal_minute,44,goalscorers
Was Jaka Ihbeisheh's goal for Palestine against Jordan a penalty?,penalty_status,No,goalscorers
In which tournament did Saudi Arabia face Yemen?,tournament,AFC Asian Cup qualification,results
Who won the penalty shootout between Chad and Gabon?,shootout_winner,Chad,shootouts
What was the location of Italy versus Mexico?,match_location,"Rome, Italy",results
When did the match between Georgia and Andorra take place?,match_date,2018-10-13,results
Which team kicked first in the shootout between Colombia and Argentina?,first_shooter,Colombia,shootouts
What score did the away team Turkey record against Sweden?,away_team_score,3,results
Which tournament featured Haiti versus Bahamas?,tournament,FIFA World Cup qualification,results
What was the location of Mauritius versus Madagascar?,match_location,"Centre de Flacq, Mauritius",results
Was the match between Cyprus and Iceland played on neutral soil?,neutral_status,No,results
How many goals did the home team Costa Rica score while hosting Mexico?,home_team_score,0,results
What was the location of Wales versus Greece?,match_location,"Cardiff, Wales",results
What was the away team's goal total against United States?,away_team_score,0,results
Who won the penalty shootout between Latvia and Estonia?,shootout_winner,Latvia,shootouts
When was the match between Suriname and Cuba played?,match_date,2000-04-16,results
Who was on the scoresheet for Sweden against Northern Ireland?,scorer,Conny Torstensson,goalscorers
In which minute did Ádám Szalai score in Hungary versus Turkey?,goal_minute,50,goalscorers
Which team kicked first in the shootout between Saudi Arabia and Qatar?,first_shooter,Unknown,shootouts
Was Carlos Valderrama's goal against Argentina scored into their own net?,own_goal_status,No,goalscorers
Which event included the match between Iceland and Faroe Islands?,tournament,Friendly,results
What date did Netherlands and Spain play each other?,match_date,1973-05-02,results
How many goals were scored in total when Guyana faced Grenada?,total_goals,4,results
What date did German DR and Hungary play each other?,match_date,1963-10-19,results
What date did Lesotho and Mauritania play each other?,match_date,2017-06-04,results
Was the goal by Viktor Gyökeres against Estonia scored from a penalty?,penalty_status,No,goalscorers
Who started the penalty shootout between South Africa and Malawi?,first_shooter,Unknown,shootouts
Did Severino Da Silva score an own goal against Paraguay?,own_goal_status,No,goalscorers
Where was the match between Italy and Austria played?,match_location,"Bologna, Italy",results
Which team took the first kick between New Zealand and Tunisia on 2024-03-26?,first_shooter,New Zealand,shootouts
When was the UEFA Euro qualification match between Slovenia and France held?,match_date,2003-09-10,results
What was the location of Colombia versus Peru?,match_location,"Manizales, Colombia",results
At what minute did Kolbeinn Sigþórsson find the net against Latvia?,goal_minute,5,goalscorers
Was the goal by Obafemi Martins recorded as an own goal?,own_goal_status,No,goalscorers
Was Mihails Zemļinskis's goal in Latvia versus Luxembourg a spot kick?,penalty_status,Yes,goalscorers
What was the location of China versus Serbia?,match_location,"Beijing, China",results
What was the location of Panama versus Cuba?,match_location,"Panama City, Panama",results
Which player scored for DR Congo against Djibouti?,scorer,Ngidi Yemweni,goalscorers
How many total goals were scored between Panama and Guatemala?,total_goals,2,results
How many goals did the home team Belgium score in the Friendly match against Denmark?,home_team_score,2,results
Who started the penalty shootout between United Koreans in Japan and Iraqi Kurdistan?,first_shooter,United Koreans in Japan,shootouts
Was the goal by Musa Al-Taamari against Pakistan scored from a penalty?,penalty_status,No,goalscorers
Who won the shootout involving South Korea and Australia?,shootout_winner,South Korea,shootouts
Was Michael Olise's goal against Ukraine scored into their own net?,own_goal_status,No,goalscorers
What was the competition for Hong Kong against Tajikistan on 2003-11-08?,tournament,AFC Asian Cup qualification,results
What competition was the match between Wales and Poland played in?,tournament,FIFA World Cup qualification,results
Which team defeated the other in Germany versus Armenia?,match_winner,Germany,results
Who was the goalscorer for Argentina versus Ecuador?,scorer,Herminio Masantonio,goalscorers
Who scored for Portugal in the match against North Korea on 1966-07-23?,scorer,Eusébio,goalscorers
Did Ole Gunnar Solskjær score from the penalty spot against Belarus?,penalty_status,No,goalscorers
Who took the first penalty in the shootout between Thailand and Cambodia?,first_shooter,Unknown,shootouts
Where did Belgium face Netherlands?,match_location,"Antwerp, Belgium",results
In which minute did Saeed Al Kass score for United Arab Emirates against Brunei?,goal_minute,70,goalscorers
Which team was victorious in the penalty shootout between Saint Lucia and Aruba?,shootout_winner,Saint Lucia,shootouts
Which player scored for Algeria in the 1989-06-25 match against Zimbabwe?,scorer,Rabah Madjer,goalscorers
What was the away team's score when Mexico played Brazil on 1996-01-21?,away_team_score,0,results
When was Étienne Capoue's goal scored in the match against Belarus?,goal_minute,49,goalscorers
Was the match between Uruguay and Russia played on neutral soil?,neutral_status,No,results
Was the goal involving Ryan Fraser on 2018-11-17 an own goal?,own_goal_status,No,goalscorers
Which tournament included the match between Finland and Bulgaria?,tournament,FIFA World Cup qualification,results
What was the combined number of goals in the Arab Cup match between Qatar and Libya?,total_goals,3,results
What was the location of Kenya versus Zambia?,match_location,"Blantyre, Malawi",results
Who was the first shooter in the penalty shootout between Palestine and Libya?,first_shooter,Palestine,shootouts
Which location hosted the match between Samoa and American Samoa?,match_location,"Honiara, Solomon Islands",results
Who was on the scoresheet for England against Denmark?,scorer,Tommy Taylor,goalscorers
What was the home score when Saudi Arabia played Russia?,home_team_score,4,results
What was the away team's goal total against Chile?,away_team_score,2,results
What was the away team's goal total against Netherlands?,away_team_score,0,results
What was the away score when Paraguay played Colombia?,away_team_score,1,results
Who kicked first when England played Germany in a penalty shootout?,first_shooter,England,shootouts
Did Kerry Skepple's goal for Antigua and Barbuda come from a penalty kick?,penalty_status,No,goalscorers
Which team defeated the other in Hong Kong versus Thailand?,match_winner,Draw,results
Which team won the shootout between France and Czech Republic?,shootout_winner,Czech Republic,shootouts
What competition was the match between Taiwan and Philippines played in?,tournament,Friendly,results
What was the goal minute for Ibrahim Din against Thailand on 1981-04-27?,goal_minute,50,goalscorers
What was the goal minute for Jorge Elvir Urquia against Haiti on 1981-11-03?,goal_minute,40,goalscorers
Did Sami Al-Najei register an own goal in the match against China?,own_goal_status,No,goalscorers
What was the away team Colombia's score against Brazil?,away_team_score,1,results
Did either Netherlands or Sweden have home advantage?,neutral_status,No,results
Was the Friendly match between Lebanon and Bahrain neutral?,neutral_status,No,results
How many goals did the away team San Marino score while playing away to Wales?,away_team_score,0,results
Which team was victorious in the penalty shootout between Ivory Coast and Ghana?,shootout_winner,Ivory Coast,shootouts
Was Rolando Fonseca's goal for Costa Rica marked as an own goal?,own_goal_status,No,goalscorers
Who won the penalty shootout between Argentina and Uruguay on 2011-07-16?,shootout_winner,Uruguay,shootouts
Can you tell me the score between Malta and Latvia?,match_score,Malta 1 - 1 Latvia,results
Was the match between Congo and Senegal played at a neutral venue?,neutral_status,No,results
Did Ali Ashfaq score a penalty in the match against Mongolia?,penalty_status,No,goalscorers
How many goals were scored by the home team Jersey against Alderney?,home_team_score,10,results
Who was on the scoresheet for Ecuador against Uruguay?,scorer,Félix Torres,goalscorers
Where was the Friendly match between Madagascar and Réunion held?,match_location,"Antananarivo, Madagascar",results
Who was the winner when Bolivia played Chile?,match_winner,Draw,results
Who started the penalty shootout between India and Iraq?,first_shooter,Unknown,shootouts
What score did the away team Malaysia record against Vietnam Republic?,away_team_score,0,results
Was Josip Iličić's goal for Slovenia against Malta a penalty?,penalty_status,No,goalscorers
What was the result of Guernsey against Alderney?,match_score,Guernsey 5 - 0 Alderney,results
Where did Ecuador face Chile?,match_location,"Guayaquil, Ecuador",results
Did Diafra Sakho convert a penalty against South Africa on 2017-11-10?,penalty_status,No,goalscorers
Who won the shootout involving Namibia and Comoros?,shootout_winner,Namibia,shootouts
Which team kicked first in the shootout between Kuwait and China?,first_shooter,Unknown,shootouts
Which team defeated the other in Iceland versus Austria?,match_winner,Iceland,results
What was the away team Pakistan's score against Mauritius?,away_team_score,0,results
Did the match between Belgium and Cyprus end in a draw or did someone win?,match_winner,Belgium,results
What city and country hosted South Korea versus Ghana?,match_location,"Seoul, South Korea",results
Where did North Korea face Hong Kong?,match_location,"Kathmandu, Nepal",results
What was the competition for Finland against Romania on 1985-06-06?,tournament,FIFA World Cup qualification,results
Which team took the first kick between Guernsey and Jersey on 2007-05-06?,first_shooter,Unknown,shootouts
What day was the match between Haiti and El Salvador?,match_date,1981-06-13,results
On what date did Norway play Croatia?,match_date,2012-06-02,results
How many times did the home team Mauritius score against Tunisia?,home_team_score,0,results
Which team was victorious in the penalty shootout between Croatia and Brazil?,shootout_winner,Croatia,shootouts
Which team defeated the other in Burundi versus Uganda?,match_winner,Uganda,results
Was the goal scored by Zuo Shusheng for China a penalty?,penalty_status,No,goalscorers
How many total goals were scored between South Africa and Burkina Faso on 2017-10-07?,total_goals,4,results
Which player scored for Italy in the 2006-10-07 match against Ukraine?,scorer,Luca Toni,goalscorers
Which tournament featured India versus Australia?,tournament,AFC Asian Cup,results
How many goals did the away team Zambia score while playing away to Cameroon?,away_team_score,1,results
Who was victorious in the match between England and Belgium?,match_winner,England,results
In which minute did Hafiz Nor score in Singapore versus Yemen?,goal_minute,52,goalscorers
How did the match between Greece and Albania end?,match_score,Greece 1 - 0 Albania,results
In which minute did Esala Masi score for Fiji against Australia?,goal_minute,62,goalscorers
What was the score between Brazil and Japan?,match_score,Brazil 1 - 0 Japan,results
In which minute did Michel Platini score in France versus Republic of Ireland?,goal_minute,11,goalscorers
Which team took the first kick between Canada and Guatemala on 2025-06-29?,first_shooter,Canada,shootouts
How many goals were there in the match between Guadeloupe and Haiti?,total_goals,1,results
What minute was Hernán Crespo's goal for Argentina?,goal_minute,11,goalscorers
Who emerged as the winner in Myanmar vs Macau?,match_winner,Myanmar,results
What was the away team's score in Andorra versus Belarus?,away_team_score,0,results
What was the away team's goal total against Saarland?,away_team_score,7,results
Did Paddy McCourt's goal in Northern Ireland versus Faroe Islands count as an own goal?,own_goal_status,No,goalscorers
What was the final score when Republic of Ireland played Bulgaria?,match_score,Republic of Ireland 1 - 1 Bulgaria,results
When did Cosmin Contra score against Luxembourg?,goal_minute,45,goalscorers
Was Marc Vales's goal against San Marino scored into their own net?,own_goal_status,No,goalscorers
What was the location of Pakistan versus Bangladesh?,match_location,"Colombo, Sri Lanka",results
Who was victorious in the match between Tunisia and Mauritania?,match_winner,Tunisia,results
Did Ole Bjørnmose score a penalty in the match against Czechoslovakia?,penalty_status,No,goalscorers
When did the match between Malaysia and Indonesia take place?,match_date,1988-12-08,results
What was the overall goal total for the match?,total_goals,3,results
How many goals were scored by the home team Cuba against Costa Rica?,home_team_score,0,results
Which side won the penalty shootout between Qatar and Oman?,shootout_winner,Qatar,shootouts
What was the score between South Korea and Myanmar?,match_score,South Korea 0 - 0 Myanmar,results
What was the score between Argentina and Paraguay on 1995-06-14?,match_score,Argentina 2 - 1 Paraguay,results
What date did Jamaica and Trinidad and Tobago play each other?,match_date,1949-05-02,results
Which team took the first penalty between United Arab Emirates and South Korea?,first_shooter,Unknown,shootouts
Did Jean Vincent's goal in France versus Iceland count as an own goal?,own_goal_status,No,goalscorers
What date did India and Jamaica play each other?,match_date,2002-09-01,results
What date did Estonia and Lithuania play each other?,match_date,2008-11-22,results
Did Achraf Hakimi score a penalty in the match against DR Congo?,penalty_status,No,goalscorers
Who was the first shooter in the penalty shootout between Botswana and Malawi?,first_shooter,Unknown,shootouts
Who kicked first when Curaçao played Aruba in a penalty shootout?,first_shooter,Unknown,shootouts
Who kicked first when Malawi played Zambia in a penalty shootout?,first_shooter,Unknown,shootouts
How many goals were scored altogether when Jordan played Lebanon?,total_goals,0,results
Was the goal involving Ji Dong-won on 2011-01-18 an own goal?,own_goal_status,No,goalscorers
Did Raúl Jiménez register an own goal in the match against Honduras?,own_goal_status,No,goalscorers
Which location hosted the match between Norway and Finland?,match_location,"Stavanger, Norway",results
Who started the penalty shootout between Lesotho and Uganda?,first_shooter,Unknown,shootouts
How many total goals were scored between Jersey and Alderney?,total_goals,18,results
At what point in the match did Henrik Larsson score against Hungary?,goal_minute,50,goalscorers
How many total goals were scored between Spain and Uruguay?,total_goals,3,results
Which team took the first kick between Nigeria and Ecuador on 2004-10-22?,first_shooter,Unknown,shootouts
What was the final score between Iceland and Turkey?,match_score,Iceland 3 - 0 Turkey,results
When was the Cyprus International Tournament match between Romania and Ukraine held?,match_date,2011-02-08,results
What was the home score when Malaysia played Indonesia?,home_team_score,0,results
On what date did Saint Lucia play Martinique?,match_date,1999-04-17,results
Who won the penalty shootout between Lithuania and Iceland on 2022-11-16?,shootout_winner,Iceland,shootouts
Where was the match between Austria and Wales played?,match_location,"Vienna, Austria",results
When did the match between Gambia and Guinea-Bissau take place?,match_date,2022-11-20,results
How many goals were scored by the home team Austria against Hungary?,home_team_score,1,results
Who was the winner of the penalty shootout between Tajikistan and Philippines?,shootout_winner,Tajikistan,shootouts
Was South Sudan versus Burkina Faso held at a neutral location?,neutral_status,Yes,results
Was Kunishige Kamamoto's goal for Japan against Vietnam Republic an own goal?,own_goal_status,No,goalscorers
When did Republic of Ireland face Switzerland?,match_date,1980-04-30,results
Where was the match between Iceland and Hungary played?,match_location,"Reykjavík, Iceland",results
How many goals did both teams score in total?,total_goals,6,results
How many goals were there in the match between Japan and Jordan?,total_goals,2,results
Which side took the opening penalty between Burkina Faso and Gabon?,first_shooter,Gabon,shootouts
Which team defeated the other in Hong Kong versus Myanmar?,match_winner,Draw,results
Did Poland and United States play on neutral ground?,neutral_status,No,results
Was the Friendly match between Cyprus and Luxembourg neutral?,neutral_status,No,results
Can you tell me the score between Germany and Denmark?,match_score,Germany 8 - 0 Denmark,results
Which team took the first penalty between Namibia and Comoros?,first_shooter,Comoros,shootouts
How many goals did the away team Bulgaria score in the FIFA World Cup qualification match against Luxembourg?,away_team_score,2,results
Who was the winner of the penalty shootout between Argentina and Uruguay?,shootout_winner,Uruguay,shootouts
Who scored for China against Singapore?,scorer,Li Weifeng,goalscorers
How many total goals were scored between Brunei and Timor-Leste?,total_goals,4,results
What competition was the match between South Korea and Malaysia played in?,tournament,FIFA World Cup qualification,results
Who won the penalty shootout between Indonesia and Singapore?,shootout_winner,Indonesia,shootouts
Which player scored for Luxembourg against Belarus?,scorer,Daniel da Mota,goalscorers
Who won the penalty shootout between Bangladesh and Sri Lanka on 1995-12-25?,shootout_winner,Bangladesh,shootouts
What was the home score when Spain played Uruguay?,home_team_score,2,results
Did Marcus Berg register an own goal in the match against Russia?,own_goal_status,No,goalscorers
Who started the penalty shootout between Ethiopia and Rwanda?,first_shooter,Unknown,shootouts
Which tournament featured Republic of Ireland versus Switzerland?,tournament,Friendly,results
Who was the winner of the penalty shootout between Bosnia and Herzegovina and Italy?,shootout_winner,Bosnia and Herzegovina,shootouts
Who was the winner when Turkmenistan played Tajikistan?,match_winner,Turkmenistan,results
At what point in the match did Trần Văn Tổng score against Israel?,goal_minute,58,goalscorers
Who was the winner of the penalty shootout between Madagascar and Réunion?,shootout_winner,Réunion,shootouts
Who took the first penalty in the shootout between Mozambique and Malawi?,first_shooter,Unknown,shootouts
What day was the match between Guadeloupe and Martinique?,match_date,1957-05-15,results
Who came out on top between Kenya and Rwanda?,match_winner,Kenya,results
What competition did Uzbekistan and Kuwait play in?,tournament,AFC Asian Cup,results
How many goals did both teams score in total?,total_goals,3,results
Who was on the scoresheet for Portugal against Hungary?,scorer,André Silva,goalscorers
At what point in the match did Predrag Mijatović score against Germany?,goal_minute,13,goalscorers
Did the match between Sri Lanka and Singapore end in a draw or did someone win?,match_winner,Singapore,results
What was the location of Argentina versus Japan?,match_location,"Toulouse, France",results
How many goals did both teams score in total?,total_goals,4,results
How many goals did the home team Germany score in this match?,home_team_score,1,results
What was the total number of goals scored between Seychelles and Madagascar?,total_goals,2,results
In which minute did Marouane Fellaini score for Belgium against Bosnia and Herzegovina?,goal_minute,23,goalscorers
When was the match between Northern Mariana Islands and Mongolia played?,match_date,2009-03-15,results
Which team defeated the other in Argentina versus Bolivia?,match_winner,Argentina,results
What was the total goal count in the match between England and Malta?,total_goals,2,results
Who won the shootout involving Senegal and Ghana?,shootout_winner,Ghana,shootouts
How many goals did the home team Republic of Ireland score in this match?,home_team_score,3,results
What city and country hosted Japan versus Iran?,match_location,"New Delhi, India",results
How many goals were scored by the home team Trinidad and Tobago against Martinique?,home_team_score,2,results
Who was on the scoresheet for Cuba against Haiti?,scorer,Mario Pedraza,goalscorers
Was the goal by Nashat Akram recorded as an own goal?,own_goal_status,No,goalscorers
When did Philippines face Indonesia?,match_date,1977-11-23,results
What was the final result when Saint Vincent and the Grenadines played Nicaragua?,match_score,Saint Vincent and the Grenadines 2 - 2 Nicaragua,results
How many goals did the home team Albania score in this match?,home_team_score,0,results
Who was victorious in the match between Peru and Colombia?,match_winner,Draw,results
How many goals were scored by the away team Switzerland against Norway?,away_team_score,2,results
Who started the penalty shootout between South Africa and Madagascar?,first_shooter,Unknown,shootouts
How many goals were scored by the away team Moldova against Lithuania?,away_team_score,0,results
Did Zvi Rozen score from the penalty spot against Thailand?,penalty_status,No,goalscorers
In which city and country did Tanzania play Ghana?,match_location,"Arusha, Tanzania",results
What was the final score between Algeria and Nigeria?,match_score,Algeria 2 - 1 Nigeria,results
What competition did Tunisia and Burundi play in?,tournament,FIFA World Cup qualification,results
Was Zdeněk Nehoda's goal for Czechoslovakia marked as an own goal?,own_goal_status,No,goalscorers
Who won the penalty shootout between Papua New Guinea and Vanuatu on 2025-11-23?,shootout_winner,Vanuatu,shootouts
What was the away team Switzerland's score against Slovenia?,away_team_score,2,results
Did V. Sundramoorthy score an own goal against Vietnam?,own_goal_status,No,goalscorers
Which team took the first penalty between France and Switzerland?,first_shooter,Switzerland,shootouts
Which player scored for Sweden in the 1967-11-05 match against Norway?,scorer,Inge Danielsson,goalscorers
When was the Friendly match between Czechoslovakia and Greece held?,match_date,1977-03-23,results
Did Miran Pavlin score an own goal against Serbia?,own_goal_status,No,goalscorers
What was the total goal count in the match between San Marino and Kazakhstan?,total_goals,3,results
Did the match between Netherlands and Belgium end in a draw or did someone win?,match_winner,Belgium,results
In which city and country did Suriname play Guatemala?,match_location,"Paramaribo, Suriname",results
Which team defeated the other in Hong Kong versus Thailand?,match_winner,Draw,results
What was the goal minute for Andreas Andersson against Turkey on 2001-09-05?,goal_minute,90,goalscorers
What was the location of Jersey versus Guernsey?,match_location,"Jersey, Jersey",results
Which player scored for Chile in the 2001-11-07 match against Colombia?,scorer,Jaime Riveros,goalscorers
When was the match between Tahiti and Fiji played?,match_date,2007-09-01,results
What was the location of United States versus Scotland?,match_location,"Newark, United States",results
How many goals did the away team Hungary score in this match?,away_team_score,1,results
Who was the winner of the penalty shootout between Botswana and DR Congo?,shootout_winner,Botswana,shootouts
In what city was DR Congo against Cape Verde played?,match_location,"Kinshasa, DR Congo",results
Did the match between Kazakhstan and Austria end in a draw or did someone win?,match_winner,Draw,results
How many goals did the home team Republic of St. Pauli score in this match?,home_team_score,1,results
Did either South Korea or Japan have home advantage?,neutral_status,No,results
What was the goal minute for Steve Hodge against Northern Ireland on 1987-04-01?,goal_minute,19,goalscorers
Was the match between Bulgaria and Serbia played at a neutral venue?,neutral_status,No,results
Was Chile against Peru played away from both teams' home grounds?,neutral_status,No,results
What was the result of Benin against Sierra Leone?,match_score,Benin 2 - 0 Sierra Leone,results
Which player scored for Netherlands in the 1979-11-21 match against German DR?,scorer,Frans Thijssen,goalscorers
What was the goal minute for Ray Houghton against Northern Ireland on 1989-10-11?,goal_minute,57,goalscorers
Who won the shootout when Iraq played Qatar?,shootout_winner,Qatar,shootouts
What day was the match between Colombia and Ecuador?,match_date,1977-01-16,results
Was Ali Olwan's goal in Jordan versus Oman a spot kick?,penalty_status,Yes,goalscorers
What was the location of Saint Kitts and Nevis versus Trinidad and Tobago?,match_location,"Basseterre, Saint Kitts and Nevis",results
Who won the shootout when Mozambique played Lesotho?,shootout_winner,Mozambique,shootouts
Where was the Friendly match between Greece and Cameroon held?,match_location,"Piraeus, Greece",results
How many goals did the away team Angola score in the Friendly match against Congo?,away_team_score,2,results
Was the goal by Mahmoud Khamees against Lebanon scored from a penalty?,penalty_status,No,goalscorers
Which tournament featured Mexico versus Paraguay?,tournament,Friendly,results
How many goals did the home team South Korea score against Thailand?,home_team_score,0,results
Did Søren Larsen register an own goal in the match against Malta?,own_goal_status,No,goalscorers
Did Rudolf Ramseyer convert a penalty against Lithuania on 1924-05-25?,penalty_status,Yes,goalscorers
Was the match between Japan and United Arab Emirates played on neutral soil?,neutral_status,No,results
What was the competition for Russia against Finland on 1986-05-07?,tournament,Friendly,results
Who was the winner when Slovenia played Estonia?,match_winner,Slovenia,results
What score did Honduras and Costa Rica finish with?,match_score,Honduras 1 - 1 Costa Rica,results
What was the away team's score when Latvia played Turkey on 2021-10-11?,away_team_score,2,results
Who found the net for Wales against Belgium?,scorer,Harry Wilson,goalscorers
What competition did Oman and Slovenia play in?,tournament,Friendly,results
Was the goal by Peter Kaumba recorded as an own goal?,own_goal_status,No,goalscorers
Was Antonín Puč's goal for Czechoslovakia against Romania a penalty?,penalty_status,No,goalscorers
Did Turkey and Bulgaria play on neutral ground?,neutral_status,No,results
In which minute did Randall Brenes score in Costa Rica versus Cuba?,goal_minute,85,goalscorers
Which tournament featured Burundi versus Rwanda?,tournament,Friendly,results
What was the date of Lebanon versus Cambodia?,match_date,1998-12-04,results
What was the home score when Lebanon played South Korea?,home_team_score,0,results
What was the scoreline for Mauritius versus Madagascar?,match_score,Mauritius 1 - 1 Madagascar,results
Who won the penalty shootout between Tunisia and Morocco on 1977-01-09?,shootout_winner,Tunisia,shootouts
What was the location of Congo versus Mali?,match_location,"Brazzaville, Congo",results
Who emerged as the winner in Portugal vs Greece?,match_winner,Greece,results
Who won the penalty shootout between Burkina Faso and Ghana?,shootout_winner,Burkina Faso,shootouts
How many total goals were scored between Saint Vincent and the Grenadines and Mexico on 1992-11-08?,total_goals,4,results
Was Kuwait versus Norway held at a neutral location?,neutral_status,No,results
What was the away score when Trinidad and Tobago played Guyana?,away_team_score,1,results
What competition was the match between Northern Ireland and Wales played in?,tournament,British Home Championship,results
How many goals were scored by the away team Albania against Hungary?,away_team_score,1,results
Was the match between Peru and Paraguay played at a neutral venue?,neutral_status,No,results
In which minute did José Sanfilippo score for Argentina against Uruguay?,goal_minute,83,goalscorers
On what date did Guernsey play Jersey?,match_date,1983-05-02,results
What was the away team Colombia's score against Mexico?,away_team_score,0,results
Which location hosted the match between Bulgaria and Greece?,match_location,"Sofia, Bulgaria",results
When did Benin face Rwanda?,match_date,2024-06-06,results
Who was the winner when Suriname played French Guiana?,match_winner,Draw,results
Which team was victorious in the penalty shootout between England and Italy?,shootout_winner,Italy,shootouts
